id,question,option 1,option 2,option 3,option 4,option 5,answer,explanation,category,Question_ID,Answer_ID,context_1
question 4590,What is the definition of OTA modulation quality? [3GPP Release 18],The measure of the difference between the actual SAN transmit frequency and the assigned frequency.,The difference between the power of an RE and the average RE power for a SAN at maximum output power.,The difference between the maximum and the minimum transmit power of an OFDM symbol for a specified reference condition.,The ratio of the filtered mean power centered on the assigned channel frequency to the filtered mean power centered on an adjacent channel frequency.,The difference between the measured carrier signal and an ideal signal.,option 5: The difference between the measured carrier signal and an ideal signal.,Modulation quality is defined by the difference between the measured carrier signal and an ideal signal.,Standards specifications,4590,5,"9.6.3	OTA modulation quality

9.6.3.1	Definition and applicability"
question 4602,What is a subscription in the context of service delivery? [3GPP Release 18],A commercial relationship between a subscriber and a service provider,A set of services provided by a network operator,A domain to which a user has access,The identity of a subscriber within a domain,The radio access systems available to a subscriber,option 1: A commercial relationship between a subscriber and a service provider,A subscription describes the commercial relationship between the subscriber and the service provider.,Standards specifications,4602,1,"4)	service response creating an implicit or explicit subscription or updating a subscription, or as part of a notification request, to be used for subsequent operations on the subscription (see clause 4.17.12.4 of 3GPP TS 23.502 [4]);"
question 4613,What is the purpose of power headroom reports in MAC in gNB? [3GPP Release 17],To allocate physical layer resources for downlink and uplink,To measure radio conditions at the gNB,To provide support for power-aware packet scheduling,To configure the parameters of gNB and UE,,option 3: To provide support for power-aware packet scheduling,Power headroom reports in MAC in gNB provide support for power-aware packet scheduling.,Standards specifications,4613,3,"5.4.6	Power Headroom Reporting

The Power Headroom reporting procedure is used to provide the serving gNB with the following information:"
question 4614,What is the purpose of the Ndccf_ContextManagement_Deregister service operation? [3GPP Release 18],To register collected data or analytics with the DCCF,To update a registration of data or analytics in the DCCF,To delete a registration of data or analytics from the DCCF,To fetch data or analytics from the DCCF,,option 3: To delete a registration of data or analytics from the DCCF,The purpose of the Ndccf_ContextManagement_Deregister service operation is to delete a registration of data or analytics from the DCCF.,Standards specifications,4614,3,"4.3.1.1	Overview

The Ndccf_ContextManagement service, as defined in 3GPP TS 23.288 [14], is provided by the Data Collection Coordination Function (DCCF).



This service:"
question 4616,What security mechanism is used for UE initiated messages in V2X communication? [3GPP Release 14],PKI TLS with SSL,PSK TLS with SSL,PKI TLS with GBA,PSK TLS with GBA,VPN with SSL,option 4: PSK TLS with GBA,UE initiated messages in V2X communication are secured using PSK TLS with GBA.,Standards overview,4616,4,"

Overall, security mechanisms from TS 33.303 [5] and TS 33.401 [6], initially designed for ProSe (Proximity-based Services) and LTE respectively are applicable to security support of V2X services, since V2X architecture is based on those architectures. The V3 interface between the UE and the V2X Control Function can be secured in the same way as the PC3 interface between the UE and the ProSe Function, as in TS 33.303 [5]; PSK TLS with GBA (Pre-shared Key Transport Layer Security with Generic Bootstrapping Architecture) is used for UE initiated messages, while PSK TLS including option of GBA push are used for network initiated messages."
question 4619,How are PDCCH monitoring occasions for MCCH message determined when searchspaceMCCH is set to zero? [3GPP Release 17],They are the same as PDCCH monitoring occasions for SIB1,They are determined based on search space indicated by searchspaceMCCH,They are determined based on UL symbols,They are sequentially numbered in the MCCH transmission window,,option 1: They are the same as PDCCH monitoring occasions for SIB1,"When searchspaceMCCH is set to zero, PDCCH monitoring occasions for MCCH message reception in the MCCH transmission window are the same as PDCCH monitoring occasions for SIB1.",Standards specifications,4619,1,"

The MCCH information (i.e. information transmitted in messages sent over MCCH) is transmitted periodically, using a configurable repetition period and within a configured transmission window. MCCH transmissions (and the associated radio resources and MCS) are indicated via the PDCCH addressed to MCCH-RNTI. PDCCH monitoring occasion(s) for MCCH transmission are determined according to the common search space indicated by searchspaceMCCH. If searchspaceMCCH is set to zero, PDCCH monitoring occasions for MCCH message reception in the MCCH transmission window are the same as PDCCH monitoring occasions for SIB1 where the mapping between PDCCH monitoring occasions and SSBs is specified in TS 38.213[13]. If searchspaceMCCH is not set to zero, PDCCH monitoring occasions for MCCH message are determined based on search space indicated by searchspaceMCCH. PDCCH monitoring occasions for MCCH message which are not overlapping with UL symbols (determined according to tdd-UL-DL-ConfigurationCommon) are sequentially numbered from one in the MCCH transmission window. The [x×N+K]th PDCCH monitoring occasion for MCCH message in MCCH transmission window corresponds to the Kth transmitted SSB, where x = 0, 1, ...X-1, K = 1, 2, …N, N is the number of actual transmitted SSBs determined according to ssb-PositionsInBurst in SIB1 and X is equal to CEIL(number of PDCCH monitoring occasions in MCCH transmission window/N). The actual transmitted SSBs are sequentially numbered from one in ascending order of their SSB indexes. The UE assumes that, in the MCCH transmission window, PDCCH for an MCCH message is transmitted in at least one PDCCH monitoring occasion corresponding to each transmitted SSB and thus the selection of SSB for the reception MCCH messages is up to UE implementation."
question 4620,Which interface is used to forward short messages in the network with the GLR in case of SMS transfer over GPRS? [3GPP Release 17],GLb-interface,GLg-interface,GLe-interface,GLf-interface,GLj-interface,option 4: GLf-interface,The GLf-interface is used to forward short messages in the network with the GLR in case of SMS transfer over GPRS.,Standards specifications,4620,4,"The Gdd interface enables the transfer of short messages between the SGSN, the SMS-IWMSC, the SMS-GMSC and the SMS Router, and the alerting of the SMS-GMSC by the SGSN (possibly via an SMS Router) as described in 3GPP TS 23.040 [3]."
question 4632,Which signaling procedure is introduced to support SL Positioning? [3GPP Release 18],SL Access Request,SL Location Information Transfer,SL Power Control Mechanism,SL Measurement Report,SL Positioning Capability Transfer,option 5: SL Positioning Capability Transfer,The introduced signaling procedure to support SL Positioning is SL Positioning Capability Transfer.,Standards specifications,4632,5,"5GC-MT-LR Procedure using SL positioning (see 3GPP TS 23.273 [42], clause 6.20.5)"
question 4643,Which message is used to transfer UE radio access capabilities? [3GPP Release 17],MeasurementReportSidelink,UECapabilityEnquirySidelink,UECapabilityInformationSidelink,RRCReconfigurationSidelink,RRCReconfigurationCompleteSidelink,option 3: UECapabilityInformationSidelink,The UECapabilityInformationSidelink message is used to transfer UE radio access capabilities.,Standards specifications,4643,3,UE Triggered Service Request (clause 4.2.3.2) to move PDU Session(s) from non-3GPP access to 3GPP access
question 4646,Which identity is used for indicating an alternative MCS table for PDSCH and PUSCH? [3GPP Release 17],C-RNTI,CI-RNTI,CS-RNTI,MCS-C-RNTI,P-RNTI,option 4: MCS-C-RNTI,MCS-C-RNTI is used for indicating an alternative MCS table for PDSCH and PUSCH.,Standards specifications,4646,4,"MCS-C-RNTI: unique UE identification used for indicating an alternative MCS table for PDSCH and PUSCH;

P-RNTI: identification of Paging and System Information change notification in the downlink;"
question 4650,Which work item introduces a new protocol value FAILURE_CAUSE for the SIP Reason header? [3GPP Release 14],eMBMS enhancements for LTE,Evolution to and Interworking with eCall in IMS,Password-based service activation for IMS Multimedia Telephony service,Media Handling Extensions of IMS-based Telepresence,SIP Reason header extension,option 5: SIP Reason header extension,The SIP Reason header extension introduces a new protocol value FAILURE_CAUSE for the SIP Reason header.,Standards specifications,4650,5,"The ""Reason"" header has been extended with:

a new protocol value FAILURE_CAUSE to be used in SIP error responses; and

a new header field parameter to provide the Q.850 location parameter in SIP (new IETF Internet-Draft).

3GPP"
question 4651,What does FL server NWDAF do in the FL procedure? [3GPP Release 18],Discovers and selects FL client NWDAFs to participate in the FL procedure,Requests FL client NWDAFs to report local model information,Generates global ML model by aggregating local model information,Initiates FL procedure and provides initial model to FL client NWDAFs,Receives the global ML model feedback from FL client NWDAFs,option 4: Initiates FL procedure and provides initial model to FL client NWDAFs,"In the FL procedure, the FL server NWDAF initiates the procedure and provides the initial model to each FL client NWDAF.",Standards specifications,4651,4,"NWDAF. The FL Server NWDAF stores the notification and responds to the Nnwdaf_MLModelTraining_Notify service operation with an HTTP ""204 No Content"" status code to the FL Client NWDAF(s). Details are described in clause 4.6.2.4 of 3GPP TS 29.520 [5]."
question 4652,How can a Service User initiate MPS for an MMTEL voice call with a UE that does not have an MPS subscription? [3GPP Release 18],By using a specialized MPS application on the UE,By including an MPS-unique identifier or feature code in the request,By using a predetermined access number,By using a predetermined method recognized by the visited PLMN,,option 3: By using a predetermined access number,"MPS invocation using a UE that does not have an MPS subscription is done using a predetermined method that is outside the scope of 3GPP, such as by using a predetermined access number.",Standards specifications,4652,3,"A Service User using a UE that does not have an MPS subscription can invoke MPS to request priority for an MMTEL voice call or MMTEL voice conference call, e.g., when the normal MMTEL voice call or MMTEL voice conference call cannot be established."
question 4666,What does the NWDAF provide to the consumer in PFD Determination analytics? [3GPP Release 18],Confidence level of the statistics,PFD Information,Preferred level of accuracy,Data analytics results,,option 2: PFD Information,The NWDAF provides PFD Information to the consumer in PFD Determination analytics.,Standards specifications,4666,2,"

5.	The NWDAF derives PFD Determination analytics, e.g. new or updated PFD information for the existing Application ID. When the consumer provides the preferred level of accuracy, the NWDAF provides PFD Determination Analytics that reaches this level to the consumer."
question 4669,What does the DCCF do when a requested data is already being collected from a Data Source? [3GPP Release 18],Send a new subscription/request towards the Data Source,Modify existing subscriptions with the Data Source,Create new subscription(s) to new Data Source,Continue collecting the data from the Data Source,Send a request to stop collecting the data,option 4: Continue collecting the data from the Data Source,"If a requested data is already being collected from a Data Source, the DCCF determines that no subscriptions to the Data Source need to be created or modified.",Standards specifications,4669,4,"

2a.	If data is to be collected for a user, i.e. for a SUPI or GPSI, the user consent has not been checked by the data consumer, and local policy and regulations require to check user consent, the DCCF invokes the Nudm_SDM_Get service operation by sending an HTTP GET request targeting the resource ""AccessAndMobilitySubscriptionData"" at the UDM to request the data type ""User consent"" as described in clause 5.2.2.2 of 3GPP TS 29.503 [22]. Otherwise the procedure continues with step 4."
question 4677,What are the main control functions of automated control systems? [3GPP Release 19],"Taking measurements, comparing results, and correcting errors","Sensing processes, feeding measurements back into a controller, and manipulating processes",Sending messages to actuators and monitoring device states,"Monitoring thresholds, diagnosing malfunctions, and performing maintenance work",Updating positions periodically and monitoring characteristic parameters,"option 1: Taking measurements, comparing results, and correcting errors","The main control functions of automated control systems include taking measurements, comparing results, computing errors, and correcting the process to avoid future errors.",Standards specifications,4677,1,"

Today, most automated driving vehicles rely on a single controller, which is the vehicle itself: sensing and controlling features of its own [3]. Since 3GPP Rel-14, LTE-based support for V2V features have been developed and tested through collaborative participation from automotive and communication industry. However, it is still challenging to use automated driving functionalities in general unstructured settings, if the controlling features are based on a single controller, having no idea on how neighbouring vehicles will behave."
question 4680,What is the purpose of the UE-assistance indication in load-balancing steering mode? [3GPP Release 17],To allow the UE to decide on split percentages based on its internal state,To dictate fixed split percentages for load balancing,To optimize network performance measurements,To provide guidelines to the UPF on load balancing,,option 1: To allow the UE to decide on split percentages based on its internal state,"The UE-assistance indication allows the UE to distribute UL traffic based on its internal state and inform the UPF of its decision, typically for data flows without strong steering requirements.",Standards overview,4680,1,"

Load-Balancing with the UE-assistance indication: When the network indicates that a data flow should be steered with the load-balancing steering mode, the network may also provide a ""UE-assistance indication"" which indicates that (a) the UE may decide how to distribute the UL traffic of the matching data flow based on the UE's internal state (e.g., based on UE’s battery level), and that (b) the UE may inform the UPF how it decided to distribute the UL traffic of the matching data flow."
question 4682,Which TS specifies the charging solution for 5G System Architecture Phase 1? [3GPP Release 15],TS 23.503,TS 32.255,TS 38.300,TS 37.340,None of the above,option 2: TS 32.255,The charging solution for 5G System Architecture Phase 1 is specified in TS 32.255.,Standards overview,4682,2,"[3] 3GPP TS 23.503, Policy and Charging Control Framework for the 5G System; Stage 2

No summary was provided for these aspects:"
question 4683,What is the purpose of MBMS-APIs? [3GPP Release 14],To simplify the integration of third-party MBMS-aware applications,To define APIs for MBMS User Services,To establish connections between MBMS clients and media servers,To provide access to MBMS broadcast bearers,To control the media delivery format,option 1: To simplify the integration of third-party MBMS-aware applications,MBMS Application Programming Interfaces (MBMS-APIs) were introduced primarily to simplify the integration of third-party MBMS-aware applications with MBMS User Services.,Standards overview,4683,1,"References

3GPP

Release 14	49	3GPP TR 21.914 V14.0.0 (2018-05)

Tdoc SP-150851, ""New work item on ""MBMS Transport Protocol and APIs""

3GPP TS 26.347, ""Multimedia Broadcast/Multicast Service (MBMS); Application Programming Interface and URL"""
question 4687,What does BA stand for in the context of RRC? [3GPP Release 18],Base Station Antenna,Baseband Alliance,Broadcast Authorization,Backoff Algorithm,Bandwidth Adaptation,option 5: Bandwidth Adaptation,BA stands for Bandwidth Adaptation in the context of RRC.,Standards specifications,4687,5,"[5]	3GPP TS 38.331: ""NR RRC Protocol specification"".

[6]	3GPP TS 23.287: ""Architecture enhancements for 5G System (5GS) to support Vehicle-to-Everything (V2X) services"".

[7]	3GPP TS 38.340: ""NR; Backhaul Adaptation Protocol (BAP) specification""."
question 4688,What mobility is supported in handover with SRVCC operation? [3GPP Release 18],Inter RAT mobility,NR-E-UTRA mobility,NR-UTRA mobility,Intra 5GC mobility,Handover from 5GC to EPC,option 3: NR-UTRA mobility,Handover with SRVCC operation supports NR-UTRA mobility.,Standards specifications,4688,3,"X2-based handover without SGW relocation

UTRAN/GERAN to E-UTRAN SRVCC

HSS-based P-CSCF restoration for 3GPP access (see 3GPP TS 23.380 [61])

Connection Resume procedure (see clause 5.3.5A of 3GPP TS 23.401 [3])"
question 4704,Which of the following is a requirement for ranging-based services in the 5G system? [3GPP Release 17],Ability to authorize ranging for a UE or a group of UEs when using licensed spectrum.,Ability to support energy efficient UE ranging operation.,Ability to enable or disable ranging as per application layer demand.,Ability to start and stop ranging according to the operator's control.,,option 1: Ability to authorize ranging for a UE or a group of UEs when using licensed spectrum.,The 5G system should be able to authorize ranging when using licensed spectrum.,Standards specifications,4704,1,"

The present document provides Stage 1 potential 5G service requirements for ranging based services. In the context of the present document, Ranging-based services are to be understood as the applications utilizing the distance between two UEs and/or the direction of one UE from the other one."
question 4713,What does EES service area specify? [3GPP Release 18],Access to the EEC,Access to the EAS,Access to the EDN,The location of the UE within the network,The location of the EES within the PLMN,option 5: The location of the EES within the PLMN,The EES service area specifies the location of the EES within the PLMN.,Standards specifications,4713,5,"NOTE 2:	The EES can also utilize the capabilities of the 3GPP core network to determine a UE location.

	The EES includes the determined common EAS, e.g. EAS-1(A), in the EAS discovery response.

7.29.2.3	Enhanced Service provisioning request"
question 4714,What is withdrawal in the context of the LCS client? [3GPP Release 17],An action to make the LCS feature available to a subscriber,An action taken by the service provider to remove an available LCS feature from a LCS Client’s subscription profile,An action to invoke the LCS feature,An action to bar the Location Service of a specific user,An action to remove a privacy class from a target UE’s PEL,option 2: An action taken by the service provider to remove an available LCS feature from a LCS Client’s subscription profile,Withdrawal in the context of the LCS client is the action taken by the service provider to remove an available LCS feature from a LCS Client’s subscription profile.,Standards specifications,4714,2,"The VLR shall include this information element if the paging is due to a Mobile Terminated Location Request (see 3GPP TS 24.030 [11]).

8.14.8	LCS client identity"
question 4718,What is the limitation of indirect data forwarding for the user plane in inter-System data forwarding from EPS to 5GS? [3GPP Release 17],It is only supported for downlink data,It is only supported for uplink data,End marker packets are not supported,The QFI value is not added to the forwarded data,End marker packets are not forwarded to the target NG-RAN node,option 3: End marker packets are not supported,"In indirect data forwarding for the user plane in inter-System data forwarding from EPS to 5GS, end marker packets are not supported.",Standards specifications,4718,3,"In case of indirect data forwarding, user plane handling for inter-System data forwarding from EPS to 5GS follows the following key principles:"
question 4725,What is provisioning in the context of the LCS client? [3GPP Release 17],An action to remove a privacy class from a target UE’s PEL,An action taken by the service provider to remove an available LCS feature from a LCS Client’s subscription profile,An action to invoke the LCS feature,An action to bar the Location Service of a specific user,An action to make the LCS feature available to a subscriber,option 5: An action to make the LCS feature available to a subscriber,Provisioning in the context of the LCS client is the action of making the LCS feature available to a subscriber.,Standards specifications,4725,5,"The following enhancement (highlighted with bold text) to the Service provisioning request in 3GPP TS 23.558 [2] is proposed:

Table 7.29.2.3-1 (TS 23.558: Table 8.3.3.3.2-1): Service provisioning request"
question 4737,What is the Determination of Completeness of Charging Information in IMS? [3GPP Release 14],A method to identify all network elements generating CDR in IMS,A method to determine the charging information collected from IMS entities,A SIP parameter for tracking Network Elements and Application Servers in IMS,All of the above,None of the above,option 4: All of the above,"The Determination of Completeness of Charging Information in IMS is a method to identify all network elements generating CDR in IMS, determine the charging information collected from IMS entities, and use a SIP parameter for tracking Network Elements and Application Servers.",Standards specifications,4737,4,"Within the Billing Domain, this information helps to correlate the charging information collected from the IMS entities.

The principles for Determination of Completeness of Charging Information in IMS is specified in TS 32.240."
question 4755,What is the main function of the NWDAF with Federated Learning (FL) capability? [3GPP Release 18],To discover and select FL client NWDAFs to participate in an FL procedure,To train ML models and expose new training services,To provide analytics to 5GC NFs and OAM,To generate global ML models by aggregating local model information,To discover and select NWDAFs containing MTLF,option 1: To discover and select FL client NWDAFs to participate in an FL procedure,The main function of the NWDAF with Federated Learning (FL) capability is to discover and select FL client NWDAFs to participate in an FL procedure.,Standards specifications,4755,1,"Figure 5.10.2.2-1: Preparation procedure for Federated Learning

The NWDAF containing MTLF as FL Server NWDAF or FL Client NWDAF(s) registered to NRF its NF profiles. Details are described in clause 5.2.2.2 of 3GPP TS 29.510 [26]."
question 4759,Which reference point replaces the Gz reference point within the common charging architecture? [3GPP Release 18],Gy,Rf,Gzn,Ro,Ga,option 5: Ga,The Ga reference point replaces the Gz reference point within the common charging architecture.,Standards specifications,4759,5,"The Gzn reference point is functionally equivalent to Ga or Rf in PS domain, and hence is replaced by Ga or Rf within the common charging architecture. See also clause 4.2.

4.4.2	Online charging reference points

4.4.2.1	Ro"
question 4762,What does a UE monitor for detection of DCI format 0_0 or DCI format 1_0 with CRC scrambled by C-RNTI for scheduling respective PUSCH transmissions or PDSCH receptions? [3GPP Release 17],PDCCH according to Type1-PDCCH CSS set,PRACH with SS/PBCH block index associated with the PUSCH transmission,SS/PBCH block with the same index as the PRACH transmission,PDCCH according to sdt-SearchSpace CSS set,PDCCH according to the same CSS set as for PRACH transmission,option 4: PDCCH according to sdt-SearchSpace CSS set,A UE monitors PDCCH for detection of DCI format 0_0 or DCI format 1_0 with CRC scrambled by C-RNTI for scheduling respective PUSCH transmissions or PDSCH receptions using the sdt-SearchSpace CSS set.,Standards specifications,4762,4,"

A UE can be provided a USS set by SearchSpace, or a CSS set by sdt-SearchSpace, to monitor PDCCH for detection of DCI format 0_0 with CRC scrambled by C-RNTI or CS-RNTI for scheduling PUSCH transmission or of DCI format 1_0 with CRC scrambled by C-RNTI for scheduling PDSCH receptions [12, TS 38.331]. The UE may assume that the"
question 4767,What do radiated performance requirements specify for the SAN type 1-O? [3GPP Release 18],The ability to correctly transmit and receive radiated signals in various conditions and configurations,The ability to transmit radiated signals only,The ability to receive radiated signals only,The ability to detect radiated signals in various conditions and configurations,,option 1: The ability to correctly transmit and receive radiated signals in various conditions and configurations,Radiated performance requirements specify the ability of the SAN type 1-O to correctly transmit and receive radiated signals in various conditions and configurations.,Standards specifications,4767,1,Radiated performance requirements specify the ability of the SAN type 1-O to correctly transmit and receive radiated signals in various conditions and configurations. Radiated performance requirements are specified at the RIB.
question 4770,"Which transmission mode does the RLC sublayer use for SRB0, paging, and broadcast system information? [3GPP Release 18]",Transparent Mode (TM),Unacknowledged Mode (UM),Acknowledged Mode (AM),All of the above,,option 1: Transparent Mode (TM),"The RLC sublayer uses Transparent Mode (TM) for SRB0, paging, and broadcast system information.",Standards specifications,4770,1,"

At reception of a paging message, the RR sublayer in the MS shall deliver a paging indication to the MM sublayer if the paging was initiated by the MM entity in the network (see 3GPP TS 25.331 [23c] and 3GPP TS 44.118 [111]) and the MS shall stop the timer T3246, if running. The MS shall respond with the PAGING RESPONSE message defined in 3GPP TS 44.018 [84], subclause 9.1.25. For reasons of backward compatibility the paging response shall use the RR protocol discriminator."
question 4784,What is the uplink transmission scheme used for FDD and TDD? [3GPP Release 17],Single-tone transmission,Multi-tone transmission,DFTS-OFDM,SC-FDMA,OFDMA,option 4: SC-FDMA,"The uplink transmission scheme for both FDD and TDD is based on single-carrier FDMA, more specifically DFTS-OFDM.",Standards specifications,4784,4,"NR operating band Uplink (UL) operating band
BS receive / UE transmit FUL,low   – FUL,high Downlink (DL) operating band
BS transmit / UE receive FDL,low   – FDL,high Duplex mode n104 6425 MHz – 7125 MHz 6425 MHz – 7125 MHz TDD

System parameters"
question 4785,"In network interconnection and protocol interworking, which cases require the use of MPS? [3GPP Release 18]","Voice, video, and data services over EPS or 5GS",Only voice services over EPS or 5GS,Only data services over EPS or 5GS,Data and video services over EPS or 5GS,,"option 1: Voice, video, and data services over EPS or 5GS","Network interconnection and protocol interworking in MPS include cases such as voice, video, and data services over EPS or 5GS, EPS/5GS interworking with the CS domain, CS Fallback from EPS, and access to MPS data and video services not under IMS control.",Standards specifications,4785,1,"

Network Interconnection and Protocol Interworking: A Service User’s MPS invocation and session establishment will involve transport and processing, and the end-to-end signaling and media path may traverse multiple MPS Service Provider networks. These end-to-end cases include, but are not limited to:"
question 4789,What is the purpose of UE adaptation to BWP switching? [3GPP Release 16],To enhance the UE mobility,To increase the data throughput,To improve the network coverage,To reduce the UE power consumption,,option 4: To reduce the UE power consumption,The UE adaptation to BWP switching is done to support efficient operation in reducing the UE power consumption.,Standards specifications,4789,4,"The UE initiates inter-system change procedure to the selected non-3GPP access network. The details of the inter-system change procedure are described elsewhere, see 3GPP TS 23.402 [6]."
question 4803,What is included in the cancellation of a PUSCH transmission for a serving cell? [3GPP Release 17],All symbols from the earliest symbol of the PUSCH transmission,Symbols from the last symbol of the PDCCH reception,Symbols indicated by delta_Offset,Only symbols that are in one or more groups of symbols having corresponding bit values of '1',None of the above,option 1: All symbols from the earliest symbol of the PUSCH transmission,The cancellation of a PUSCH transmission includes all symbols from the earliest symbol of the PUSCH transmission that is in a group of symbols having corresponding bit values of '1' in the DCI format 2_4.,Standards specifications,4803,1,"

A UE that detects a DCI format 2_4 for a serving cell cancels a PUSCH transmission or an actual repetition of a PUSCH transmission [6, TS 38.214] if the PUSCH transmission is with repetition Type B, as determined in clauses 9 and 9.2.5 or in clause 6.1 of [6, TS 38.214], or an SRS transmission on the serving cell if, respectively,"
question 4812,What is the purpose of the Network notification objective introduced by MUSIM for LTE/NR? [3GPP Release 17],To address the paging occasion collision issue.,To notify the network of a switch from one network to another for MUSIM purpose.,To support indicating to the MUSIM UE whether an incoming paging is for voice service.,To notify the network of a switch from network A for MUSIM purpose.,To address the issue of network congestion during paging.,option 4: To notify the network of a switch from network A for MUSIM purpose.,The purpose of the Network notification objective introduced by MUSIM for LTE/NR is to notify the network of a switch from network A for MUSIM purpose.,Standards overview,4812,4,"NOTE 1:	If the network sends NOTIFICATION message to the UE due to downlink signalling pending, the network initiates the release of the N1 NAS signalling connection over 3GPP access after network-requested procedure is completed."
question 4813,What entity can be used for inference in the MDA process? [3GPP Release 17],NWDAF,Data analytics function,Network function,Management function,AI/ML inference function,option 5: AI/ML inference function,An MDA Function may be deployed as one or more AI/ML inference function(s) for the MDA process.,Standards specifications,4813,5,The AI/ML inference function (e.g. NG-RAN intelligence ES function as described in 3GPP TR 37.817 [15]) may use the ML entity for inference.
question 4817,Which identity is used for identification of Broadcast and System Information in the downlink? [3GPP Release 17],C-RNTI,CI-RNTI,CS-RNTI,SI-RNTI,P-RNTI,option 4: SI-RNTI,SI-RNTI is used for identification of Broadcast and System Information in the downlink.,Standards specifications,4817,4,"The Subscriber Identifier specified in 3GPP TS 23.203 [2] clause S.5.1.2 is used as user identity.

For a 3GPP UE, the NSWO-APN is also available."
question 4821,What is the purpose of the Traffic management requirements in the application layer architecture? [3GPP Release 18],To support AF influence on traffic routing over N6 interface,To be able to monitor the network status that may impact the application KPIs,To support interactions with a lifecycle management system,To provide mechanisms for the EAS to publish its KPIs or application level requirements,To provide mechanisms to support service continuity such that the Application Context with a S-EAS is transferred to a T-EAS,option 2: To be able to monitor the network status that may impact the application KPIs,"The traffic management requirements specify that the application layer architecture should be able to monitor the network status (e.g. traffic volume, throughput, network load, etc.) that may impact the application KPIs.",Standards specifications,4821,2,"

Clause 31 of 3GPP TS 22.101 [4] has provided requirements for control of traffic from UE-based applications toward associated server. When an application on a third-party server or the third-party server itself becomes congested or fails, the traffic towards that server needs to be controlled to avoid/mitigate potential issues caused by resulting unproductive use of 3GPP network resources. Following are some of the requirements:"
question 4834,What does the Closed loop SLS Assurance solution in TS 28.535 and TS 28.536 provide? [3GPP Release 17],Advanced monitoring solutions for providing communication service quality,Predictive analytics for optimizing network performance,Provisioning capabilities for adjusting and optimizing services,Configuring assurance goal based on network characteristics,Collecting assurance goal status based on location,option 1: Advanced monitoring solutions for providing communication service quality,The enhancements to the Closed loop SLS Assurance solution include more advanced monitoring solutions that help an operator to continuously deliver the expected level of communication service quality.,Standards overview,4834,1,"

This Work Item added enhancements to the Closed loop SLS Assurance solution specified in TS 28.535 [1] and TS 28.536 [2]. The enhancements add more advanced monitoring solutions that helps an operator to continuously deliver the expected level of communication service quality when deploying a NetworkSlice or a NetworkSliceSubnet. "
question 4837,Is it possible for more than one LCS client to activate requests for the same target UE? [3GPP Release 17],Only for asset management services,"No, it is not possible",Only in emergency scenarios,Only if requested by the PLMN operator,"Yes, it is possible","option 5: Yes, it is possible",It is possible for more than one LCS client to activate requests for the same target UE.,Standards specifications,4837,5,"Case A: receives/initiates multiple LCS requests (e.g. 5GC-MT LR, 5GC-MO LR, 5GC-NI LR) for the location estimate of the same target UE within a time period; or"
question 4840,What is the distribution of the shadow fading? [3GPP Release 17],Uniform,Exponential,Log-normal,Gaussian,,option 3: Log-normal,The distribution of the shadow fading is log-normal.,Standards specifications,4840,3,Tap # Delay (ns] Power (dB) Fading distribution 1 0 -16.1 Rayleigh 2 4 0 3 6 -4 4 8 -10.2 5 16 -18.6 6 18 -9.3 7 22 -13.7 8 24 -17.9 9 26 -13.5 10 30 -14 11 40 -15.4 12 44 -18.9 13 46 -21.0 14 48 -21.6 15 50 -19.3 16 96 -25.9
question 4850,What is the purpose of the Session-AMBR? [3GPP Release 18],To limit the aggregate bit rate of GBR flows,To limit the aggregate bit rate of non-GBR flows,To limit the aggregate bit rate across all non-GBR flows in a PDU session,To limit the aggregate bit rate of all QoS flows in a PDU session,,option 3: To limit the aggregate bit rate across all non-GBR flows in a PDU session,The Session-AMBR limits the aggregate bit rate of non-GBR flows in a specific PDU session.,Standards specifications,4850,3,116 – 3GPP-Session-AMBR-v2
question 4856,What does the TSCTSF do if a PTP instance does not exist for a matching PTP instance configuration? [3GPP Release 18],Configures a PTP port in DS-TT,Activates or modifies the 5G access stratum time distribution,Initializes the PTP instance in 5GS,Stores the information in the UE Context,Releases the AF-session with the PCF,option 3: Initializes the PTP instance in 5GS,"If a PTP instance does not exist for a matching PTP instance configuration, the TSCTSF initializes the PTP instance in 5GS.",Standards specifications,4856,3,"

The TSCTSF determines if one or more of the PTP instance configurations match with the DNN/S-NSSAI of the given PDU Session. If no PTP instance exists for the given PTP instance configuration, the TSCTSF initializes the PTP instance in 5GS as described in clause K.2.2 of TS 23.501 [2]. The TSCTSF configures a PTP port in DS-TT and adds it to the corresponding PTP instance in NW-TT as described in clause K.2.2 of TS 23.501 [2]."
question 4864,Which services can support Data Collection Coordination and Delivery? [3GPP Release 18],Ndccf_DataManagement,Nnwdaf_DataManagement,Nmfaf_3daDataManagement,Nmfaf_3caDataManagement,All of the above,option 5: All of the above,Data Collection Coordination and Delivery can be supported by a DCCF via Ndccf_DataManagement service or by an NWDAF via Nnwdaf_DataManagement service. It can also use Nmfaf_3daDataManagement and Nmfaf_3caDataManagement services when using a Messaging Framework.,Standards specifications,4864,5,Support of 3rd party interaction for 3GPP resource management for background data transfer:
